major_group_code	minor_group_code	broad_occupation_code	detailed_occupation_code	name_en_major_group	name_es_major_group	name_en_minor_group	name_es_minor_group	name_short_es_minor_group	name_en_broad_occupation	name_es_broad_occupation	name_en_detailed_occupation	name_es_detailed_occupation	name_short_es_detailed_occupation
15-0000	15-2000	15-2090	15-2099	Computer and Mathematical Occupations	Ocupaciones de Computación y Matemáticas	Mathematical Science Occupations	Ocupaciones en Matemáticas	Ocupaciones en Matemáticas	Miscellaneous Mathematical Science Occupations	Ocupaciones en Matemáticas Varias	Mathematical Science Occupations, All Other	Todas las demás Ocupaciones Relacionadas con las Ciencias Matemáticas	Otras Ocupaciones Relacionadas con Matemáticas
17-0000	17-1000	17-1010	17-1011	Architecture and Engineering Occupations	Ocupaciones de Arquitectura e Ingeniería	Architects, Surveyors, and Cartographers	Arquitectos, Agrimensores y Cartógrafos	Arquitectos, Agrimensores y Cartógrafos	Architects, Except Naval	Arquitectos, Excepto Navales	Architects, Except Landscape and Naval	Arquitectos, Excepto Paisajistas y Navales	Arquitectos, Excepto Paisajistas y Navales
17-0000	17-1000	17-1010	17-1012	Architecture and Engineering Occupations	Ocupaciones de Arquitectura e Ingeniería	Architects, Surveyors, and Cartographers	Arquitectos, Agrimensores y Cartógrafos	Arquitectos, Agrimensores y Cartógrafos	Architects, Except Naval	Arquitectos, Excepto Navales	Landscape Architects	Arquitectos Paisajistas	Arquitectos Paisajistas
17-0000	17-1000	17-1020	17-1021	Architecture and Engineering Occupations	Ocupaciones de Arquitectura e Ingeniería	Architects, Surveyors, and Cartographers	Arquitectos, Agrimensores y Cartógrafos	Arquitectos, Agrimensores y Cartógrafos	Surveyors, Cartographers, and Photogrammetrists	Agrimensores, Cartógrafos, y Fotogrametristas	Cartographers and Photogrammetrists	Cartógrafos y Fotogrametristas	Cartógrafos y Fotogrametristas
17-0000	17-1000	17-1020	17-1022	Architecture and Engineering Occupations	Ocupaciones de Arquitectura e Ingeniería	Architects, Surveyors, and Cartographers	Arquitectos, Agrimensores y Cartógrafos	Arquitectos, Agrimensores y Cartógrafos	Surveyors, Cartographers, and Photogrammetrists	Agrimensores, Cartógrafos, y Fotogrametristas	Surveyors	Agrimensores	Agrimensores
17-0000	17-2000	17-2010	17-2011	Architecture and Engineering Occupations	Ocupaciones de Arquitectura e Ingeniería	Engineers	Ingenieros	Ingenieros Aeroespaciales	Aerospace Engineers	Ingenieros Aeroespaciales	Aerospace Engineers	Ingenieros Aeroespaciales	Ingenieros Aeroespaciales
17-0000	17-2000	17-2020	17-2021	Architecture and Engineering Occupations	Ocupaciones de Arquitectura e Ingeniería	Engineers	Ingenieros	Ingenieros Aeroespaciales	Agricultural Engineers	Ingenieros Agrónomos	Agricultural Engineers	Ingenieros Agrónomos	Ingenieros Agrónomos
17-0000	17-2000	17-2030	17-2031	Architecture and Engineering Occupations	Ocupaciones de Arquitectura e Ingeniería	Engineers	Ingenieros	Ingenieros Aeroespaciales	Biomedical Engineers	Ingenieros Biomédicos	Biomedical Engineers	Ingenieros Biomédicos	Ingenieros Biomédicos
17-0000	17-2000	17-2040	17-2041	Architecture and Engineering Occupations	Ocupaciones de Arquitectura e Ingeniería	Engineers	Ingenieros	Ingenieros Aeroespaciales	Chemical Engineers	Ingenieros Químicos	Chemical Engineers	Ingenieros Químicos	Ingenieros Químicos
17-0000	17-2000	17-2050	17-2051	Architecture and Engineering Occupations	Ocupaciones de Arquitectura e Ingeniería	Engineers	Ingenieros	Ingenieros Aeroespaciales	Civil Engineers	Ingenieros Civiles	Civil Engineers	Ingenieros Civiles	Ingenieros Civiles
17-0000	17-2000	17-2060	17-2061	Architecture and Engineering Occupations	Ocupaciones de Arquitectura e Ingeniería	Engineers	Ingenieros	Ingenieros Aeroespaciales	Computer Hardware Engineers	Ingenieros de Computadoras	Computer Hardware Engineers	Ingenieros de Computadoras	Ingenieros de Computadoras
17-0000	17-2000	17-2070	17-2071	Architecture and Engineering Occupations	Ocupaciones de Arquitectura e Ingeniería	Engineers	Ingenieros	Ingenieros Aeroespaciales	Electrical and Electronics Engineers	Ingenieros Eléctricos y Electrónicos	Electrical Engineers	Ingenieros Eléctricos	Ingenieros Eléctricos
17-0000	17-2000	17-2070	17-2072	Architecture and Engineering Occupations	Ocupaciones de Arquitectura e Ingeniería	Engineers	Ingenieros	Ingenieros Aeroespaciales	Electrical and Electronics Engineers	Ingenieros Eléctricos y Electrónicos	Electronics Engineers, Except Computer	Ingenieros Electrónicos, Excepto de Computadoras	Ingenieros Electrónicos, Excepto de Computadoras
17-0000	17-2000	17-2080	17-2081	Architecture and Engineering Occupations	Ocupaciones de Arquitectura e Ingeniería	Engineers	Ingenieros	Ingenieros Aeroespaciales	Environmental Engineers	Ingenieros Ambientales	Environmental Engineers	Ingenieros Ambientales	Ingenieros Ambientales
17-0000	17-2000	17-2110	17-2111	Architecture and Engineering Occupations	Ocupaciones de Arquitectura e Ingeniería	Engineers	Ingenieros	Ingenieros Aeroespaciales	Industrial Engineers, Including Health and Safety	Ingenieros Industriales, Sanitarios y de Seguridad	Health and Safety Engineers, Except Mining Safety Engineers and Inspectors	Ingenieros Sanitarios y de Seguridad, Excepto Ingenieros e Inspectores de Seguridad Minera	Ingenieros Sanitarios y de Seguridad, Excepto Ingenieros e Inspectores de Seguridad Minera
17-0000	17-2000	17-2110	17-2112	Architecture and Engineering Occupations	Ocupaciones de Arquitectura e Ingeniería	Engineers	Ingenieros	Ingenieros Aeroespaciales	Industrial Engineers, Including Health and Safety	Ingenieros Industriales, Sanitarios y de Seguridad	Industrial Engineers	Ingenieros Industriales	Ingenieros Industriales
17-0000	17-2000	17-2120	17-2121	Architecture and Engineering Occupations	Ocupaciones de Arquitectura e Ingeniería	Engineers	Ingenieros	Ingenieros Aeroespaciales	Marine Engineers and Naval Architects	Ingenieros Marinos y Arquitectos Navales	Marine Engineers and Naval Architects	Ingenieros Marítimos y Arquitectos Navales	Ingenieros Marítimos y Arquitectos Navales
17-0000	17-2000	17-2130	17-2131	Architecture and Engineering Occupations	Ocupaciones de Arquitectura e Ingeniería	Engineers	Ingenieros	Ingenieros Aeroespaciales	Materials Engineers	Ingenieros de Materiales	Materials Engineers	Ingenieros de Materiales	Ingenieros de Materiales
17-0000	17-2000	17-2140	17-2141	Architecture and Engineering Occupations	Ocupaciones de Arquitectura e Ingeniería	Engineers	Ingenieros	Ingenieros Aeroespaciales	Mechanical Engineers	Ingenieros Mecánicos	Mechanical Engineers	Ingenieros Mecánicos	Ingenieros Mecánicos
17-0000	17-2000	17-2150	17-2151	Architecture and Engineering Occupations	Ocupaciones de Arquitectura e Ingeniería	Engineers	Ingenieros	Ingenieros Aeroespaciales	Mining and Geological Engineers, Including Mining Safety Engineers	Ingenieros de Minería y Geología, Incluye a los Ingenieros de Seguridad Minera	Mining and Geological Engineers, Including Mining Safety Engineers	Ingenieros de Minería y Geología, Incluye a los Ingenieros de Seguridad Minera	Ingenieros de Minería y Geología, Incluye a los Ingenieros de Seguridad Minera
17-0000	17-2000	17-2160	17-2161	Architecture and Engineering Occupations	Ocupaciones de Arquitectura e Ingeniería	Engineers	Ingenieros	Ingenieros Aeroespaciales	Nuclear Engineers	Ingenieros Nucleares	Nuclear Engineers	Ingenieros Nucleares	Ingenieros Nucleares
17-0000	17-2000	17-2170	17-2171	Architecture and Engineering Occupations	Ocupaciones de Arquitectura e Ingeniería	Engineers	Ingenieros	Ingenieros Aeroespaciales	Petroleum Engineers	Ingenieros Petroleros	Petroleum Engineers	Ingenieros Petroleros	Ingenieros Petroleros
17-0000	17-2000	17-2190	17-2199	Architecture and Engineering Occupations	Ocupaciones de Arquitectura e Ingeniería	Engineers	Ingenieros	Ingenieros Aeroespaciales	Miscellaneous Engineers	Ingenieros Varios	Engineers, All Other	Todos los demás Ingenieros	Todos los demás Ingenieros
17-0000	17-3000	17-3010	17-3011	Architecture and Engineering Occupations	Ocupaciones de Arquitectura e Ingeniería	Drafters, Engineering and Mapping Technicians	Delineantes, Técnicos en Ingeniría y Técnicos en Mapeo	Delineantes, Técnicos en Ingeniería y Mapeo	Drafters	Delineantes	Architectural and Civil Drafters	Delineantes de Planos Arquitectónicos y Civiles	Delineantes de Planos Arquitectónicos y Civiles
17-0000	17-3000	17-3010	17-3012	Architecture and Engineering Occupations	Ocupaciones de Arquitectura e Ingeniería	Drafters, Engineering and Mapping Technicians	Delineantes, Técnicos en Ingeniría y Técnicos en Mapeo	Delineantes, Técnicos en Ingeniería y Mapeo	Drafters	Delineantes	Electrical and Electronics Drafters	Delineantes de Sistemas Eléctricos y Electrónicos	Delineantes de Sistemas Eléctricos y Electrónicos
17-0000	17-3000	17-3010	17-3013	Architecture and Engineering Occupations	Ocupaciones de Arquitectura e Ingeniería	Drafters, Engineering and Mapping Technicians	Delineantes, Técnicos en Ingeniría y Técnicos en Mapeo	Delineantes, Técnicos en Ingeniería y Mapeo	Drafters	Delineantes	Mechanical Drafters	Delineantes de Sistemas Mecánicos	Delineantes de Sistemas Mecánicos
17-0000	17-3000	17-3010	17-3019	Architecture and Engineering Occupations	Ocupaciones de Arquitectura e Ingeniería	Drafters, Engineering and Mapping Technicians	Delineantes, Técnicos en Ingeniría y Técnicos en Mapeo	Delineantes, Técnicos en Ingeniería y Mapeo	Drafters	Delineantes	Drafters, All Other	Todos los demás Delineantes	Todos los demás Delineantes
17-0000	17-3000	17-3020	17-3021	Architecture and Engineering Occupations	Ocupaciones de Arquitectura e Ingeniería	Drafters, Engineering and Mapping Technicians	Delineantes, Técnicos en Ingeniría y Técnicos en Mapeo	Delineantes, Técnicos en Ingeniería y Mapeo	Engineering Technicians, Except Drafters	Técnicos en ingeniería, Excepto los Delineantes	Aerospace Engineering and Operations Technicians	Técnicos en Ingeniería y Operaciones Aeroespaciales	Técnicos en Ingeniería y Operaciones Aeroespaciales
17-0000	17-3000	17-3020	17-3022	Architecture and Engineering Occupations	Ocupaciones de Arquitectura e Ingeniería	Drafters, Engineering and Mapping Technicians	Delineantes, Técnicos en Ingeniría y Técnicos en Mapeo	Delineantes, Técnicos en Ingeniería y Mapeo	Engineering Technicians, Except Drafters	Técnicos en ingeniería, Excepto los Delineantes	Civil Engineering Technicians	Técnicos en Ingeniería Civil	Técnicos en Ingeniería Civil
17-0000	17-3000	17-3020	17-3023	Architecture and Engineering Occupations	Ocupaciones de Arquitectura e Ingeniería	Drafters, Engineering and Mapping Technicians	Delineantes, Técnicos en Ingeniría y Técnicos en Mapeo	Delineantes, Técnicos en Ingeniería y Mapeo	Engineering Technicians, Except Drafters	Técnicos en ingeniería, Excepto los Delineantes	Electrical and Electronics Engineering Technicians	Técnicos en Ingeniería Eléctrica y Electrónica	Técnicos en Ingeniería Eléctrica y Electrónica
17-0000	17-3000	17-3020	17-3024	Architecture and Engineering Occupations	Ocupaciones de Arquitectura e Ingeniería	Drafters, Engineering and Mapping Technicians	Delineantes, Técnicos en Ingeniría y Técnicos en Mapeo	Delineantes, Técnicos en Ingeniería y Mapeo	Engineering Technicians, Except Drafters	Técnicos en ingeniería, Excepto los Delineantes	Electro-Mechanical Technicians	Técnicos en Electromecánica	Técnicos en Electromecánica
17-0000	17-3000	17-3020	17-3025	Architecture and Engineering Occupations	Ocupaciones de Arquitectura e Ingeniería	Drafters, Engineering and Mapping Technicians	Delineantes, Técnicos en Ingeniría y Técnicos en Mapeo	Delineantes, Técnicos en Ingeniería y Mapeo	Engineering Technicians, Except Drafters	Técnicos en ingeniería, Excepto los Delineantes	Environmental Engineering Technicians	Técnicos en Ingeniería Ambiental	Técnicos en Ingeniería Ambiental
17-0000	17-3000	17-3020	17-3026	Architecture and Engineering Occupations	Ocupaciones de Arquitectura e Ingeniería	Drafters, Engineering and Mapping Technicians	Delineantes, Técnicos en Ingeniría y Técnicos en Mapeo	Delineantes, Técnicos en Ingeniería y Mapeo	Engineering Technicians, Except Drafters	Técnicos en ingeniería, Excepto los Delineantes	Industrial Engineering Technicians	Técnicos en Ingeniería Industrial	Técnicos en Ingeniería Industrial
17-0000	17-3000	17-3020	17-3027	Architecture and Engineering Occupations	Ocupaciones de Arquitectura e Ingeniería	Drafters, Engineering and Mapping Technicians	Delineantes, Técnicos en Ingeniría y Técnicos en Mapeo	Delineantes, Técnicos en Ingeniería y Mapeo	Engineering Technicians, Except Drafters	Técnicos en ingeniería, Excepto los Delineantes	Mechanical Engineering Technicians	Técnicos en Ingeniería Mecánica	Técnicos en Ingeniería Mecánica
