"","code","name","level","name_en","name_es","name_short_en","name_short_es","parent_id"
389,"676","Rails and railway track construction materials, of iron or steel","3digit","Rails and railway track construction materials, of iron or steel","","Rails and railway track construction materials, of iron or steel","",143.0
390,"677","Iron or steel wire (excluding wire rod), not insulated","3digit","Iron or steel wire (excluding wire rod), not insulated","","Iron or steel wire (excluding wire rod), not insulated","",143.0
391,"678","Tube, pipes and fittings, of iron or steel","3digit","Tube, pipes and fittings, of iron or steel","","Tube, pipes and fittings, of iron or steel","",143.0
392,"679","Iron, steel casting, forging and stamping, in the rough state, nes","3digit","Iron, steel casting, forging and stamping, in the rough state, nes","","Iron, steel casting, forging and stamping, in the rough state, nes","",143.0
393,"681","Silver, platinum and other metals of the platinum group","3digit","Silver, platinum and other metals of the platinum group","","Silver, platinum and other metals of the platinum group","",144.0
394,"682","Copper","3digit","Copper","","Copper","",144.0
395,"683","Nickel","3digit","Nickel","","Nickel","",144.0
396,"684","Aluminium","3digit","Aluminium","","Aluminium","",144.0
397,"685","Lead","3digit","Lead","","Lead","",144.0
398,"686","Zinc","3digit","Zinc","","Zinc","",144.0
399,"687","Tin","3digit","Tin","","Tin","",144.0
400,"688","Uranium depleted in U235, thorium, and alloys, nes; waste and scrap","3digit","Uranium depleted in U235, thorium, and alloys, nes; waste and scrap","","Uranium depleted in U235, thorium, and alloys, nes; waste and scrap","",144.0
401,"689","Miscellaneous non-ferrous base metals, employed in metallurgy","3digit","Miscellaneous non-ferrous base metals, employed in metallurgy","","Miscellaneous non-ferrous base metals, employed in metallurgy","",144.0
402,"691","Structures and parts, nes, of iron, steel or aluminium","3digit","Structures and parts, nes, of iron, steel or aluminium","","Structures and parts, nes, of iron, steel or aluminium","",145.0
403,"692","Metal containers for storage and transport","3digit","Metal containers for storage and transport","","Metal containers for storage and transport","",145.0
404,"693","Wire products (excluding insulated electrical wire); fencing grills","3digit","Wire products (excluding insulated electrical wire); fencing grills","","Wire products (excluding insulated electrical wire); fencing grills","",145.0
405,"694","Nails, screws, nuts, bolts, rivets, etc, of iron, steel or copper","3digit","Nails, screws, nuts, bolts, rivets, etc, of iron, steel or copper","","Nails, screws, nuts, bolts, rivets, etc, of iron, steel or copper","",145.0
406,"695","Tools for use in the hand or in machines","3digit","Tools for use in the hand or in machines","","Tools for use in the hand or in machines","",145.0
407,"696","Cutlery","3digit","Cutlery","","Cutlery","",145.0
408,"697","Household equipment of base metal, nes","3digit","Household equipment of base metal, nes","","Household equipment of base metal, nes","",145.0
409,"699","Manufactures of base metal, nes","3digit","Manufactures of base metal, nes","","Manufactures of base metal, nes","",145.0
410,"711","Steam boilers and auxiliary plant; and parts thereof, nes","3digit","Steam boilers and auxiliary plant; and parts thereof, nes","","Steam boilers and auxiliary plant; and parts thereof, nes","",146.0
411,"712","Steam engines, turbines","3digit","Steam engines, turbines","","Steam engines, turbines","",146.0
412,"713","Internal combustion piston engines, and parts thereof, nes","3digit","Internal combustion piston engines, and parts thereof, nes","","Internal combustion piston engines, and parts thereof, nes","",146.0
413,"714","Engines and motors, non-electric; parts, nes; group 714, item 71888","3digit","Engines and motors, non-electric; parts, nes; group 714, item 71888","","Engines and motors, non-electric; parts, nes; group 714, item 71888","",146.0
414,"716","Rotating electric plant and parts thereof, nes","3digit","Rotating electric plant and parts thereof, nes","","Rotating electric plant and parts thereof, nes","",146.0
415,"718","Other power generating machinery and parts thereof, nes","3digit","Other power generating machinery and parts thereof, nes","","Other power generating machinery and parts thereof, nes","",146.0
416,"721","Agricultural machinery (excluding tractors) and parts thereof, nes","3digit","Agricultural machinery (excluding tractors) and parts thereof, nes","","Agricultural machinery (excluding tractors) and parts thereof, nes","",147.0
417,"722","Tractors (other than those falling in heading 74411 and 7832)","3digit","Tractors (other than those falling in heading 74411 and 7832)","","Tractors (other than those falling in heading 74411 and 7832)","",147.0
418,"723","Civil engineering, contractors' plant and equipment and parts, nes","3digit","Civil engineering, contractors' plant and equipment and parts, nes","","Civil engineering, contractors' plant and equipment and parts, nes","",147.0
419,"724","Textile and leather machinery, and parts thereof, nes","3digit","Textile and leather machinery, and parts thereof, nes","","Textile and leather machinery, and parts thereof, nes","",147.0
420,"725","Paper and paper manufacture machinery, and parts thereof, nes","3digit","Paper and paper manufacture machinery, and parts thereof, nes","","Paper and paper manufacture machinery, and parts thereof, nes","",147.0
421,"726","Printing, bookbinding machinery, and parts thereof, nes","3digit","Printing, bookbinding machinery, and parts thereof, nes","","Printing, bookbinding machinery, and parts thereof, nes","",147.0
422,"727","Food-processing machines (non-domestic) and parts thereof, nes","3digit","Food-processing machines (non-domestic) and parts thereof, nes","","Food-processing machines (non-domestic) and parts thereof, nes","",147.0
423,"728","Other machinery, equipment, for specialized industries; parts nes","3digit","Other machinery, equipment, for specialized industries; parts nes","","Other machinery, equipment, for specialized industries; parts nes","",147.0
424,"736","Metalworking machine-tools, parts and accessories thereof, nes","3digit","Metalworking machine-tools, parts and accessories thereof, nes","","Metalworking machine-tools, parts and accessories thereof, nes","",148.0
425,"737","Metalworking machinery (other than machine-tools), and parts, nes","3digit","Metalworking machinery (other than machine-tools), and parts, nes","","Metalworking machinery (other than machine-tools), and parts, nes","",148.0
426,"741","Heating and cooling equipment and parts thereof, nes","3digit","Heating and cooling equipment and parts thereof, nes","","Heating and cooling equipment and parts thereof, nes","",149.0
427,"742","Pumps for liquids; liquid elevators; and parts thereof, nes","3digit","Pumps for liquids; liquid elevators; and parts thereof, nes","","Pumps for liquids; liquid elevators; and parts thereof, nes","",149.0
428,"743","Pumps, compressors; centrifuges; filtering apparatus; etc, parts","3digit","Pumps, compressors; centrifuges; filtering apparatus; etc, parts","","Pumps, compressors; centrifuges; filtering apparatus; etc, parts","",149.0
429,"744","Mechanical handling equipment, and parts thereof, nes","3digit","Mechanical handling equipment, and parts thereof, nes","","Mechanical handling equipment, and parts thereof, nes","",149.0
430,"745","Other non-electric machinery, tools and mechanical apparatus, nes","3digit","Other non-electric machinery, tools and mechanical apparatus, nes","","Other non-electric machinery, tools and mechanical apparatus, nes","",149.0
431,"749","Non-electric parts and accessories of machinery, nes","3digit","Non-electric parts and accessories of machinery, nes","","Non-electric parts and accessories of machinery, nes","",149.0
432,"751","Office machines","3digit","Office machines","","Office machines","",150.0
433,"752","Automatic data processing machines and units thereof","3digit","Automatic data processing machines and units thereof","","Automatic data processing machines and units thereof","",150.0
434,"759","Parts, nes of and accessories for machines of headings 751 or 752","3digit","Parts, nes of and accessories for machines of headings 751 or 752","","Parts, nes of and accessories for machines of headings 751 or 752","",150.0
435,"761","Television receivers","3digit","Television receivers","","Television receivers","",151.0
436,"762","Radio-broadcast receivers","3digit","Radio-broadcast receivers","","Radio-broadcast receivers","",151.0
437,"763","Gramophones, dictating machines and other sound recorders","3digit","Gramophones, dictating machines and other sound recorders","","Gramophones, dictating machines and other sound recorders","",151.0
438,"764","Telecommunication equipment, nes; parts and accessories, nes","3digit","Telecommunication equipment, nes; parts and accessories, nes","","Telecommunication equipment, nes; parts and accessories, nes","",151.0
439,"771","Electric power machinery, and parts thereof, nes","3digit","Electric power machinery, and parts thereof, nes","","Electric power machinery, and parts thereof, nes","",152.0
440,"772","Electrical apparatus for making and breaking electrical circuits","3digit","Electrical apparatus for making and breaking electrical circuits","","Electrical apparatus for making and breaking electrical circuits","",152.0
441,"773","Equipment for distribution of electricity","3digit","Equipment for distribution of electricity","","Equipment for distribution of electricity","",152.0
442,"774","Electro-medical and radiological equipment","3digit","Electro-medical and radiological equipment","","Electro-medical and radiological equipment","",152.0
443,"775","Household type equipment, nes","3digit","Household type equipment, nes","","Household type equipment, nes","",152.0
444,"776","Thermionic, microcircuits, transistors, valves, etc","3digit","Thermionic, microcircuits, transistors, valves, etc","","Thermionic, microcircuits, transistors, valves, etc","",152.0
445,"778","Electrical machinery and apparatus, nes","3digit","Electrical machinery and apparatus, nes","","Electrical machinery and apparatus, nes","",152.0
446,"781","Passenger motor vehicles (excluding buses)","3digit","Passenger motor vehicles (excluding buses)","","Passenger motor vehicles (excluding buses)","",153.0
